businessName,phoneNumber,streetaddress,city,state,zipcode,country,address,longitude,latitude,imageUrls,websiteUrl,category,keyword
Curry Queen,(860) 510-9803,93 Elm St,Old Saybrook,Connecticut,6475,United States,"93 Elm St,Old Saybrook,Lower Connecticut River Valley Planning Region,Connecticut,6475,United States",41.2956552,-72.3824625,"{""https://drive.google.com/file/d/1baqo-Qcdrr3p_XRmhfLR-oP0abxUuCcg/view?usp=drivesdk"",""https://drive.google.com/file/d/1MLl9yYNbH0aYCAKJ5rgm3CajZZxjYhC6/view?usp=drivesdk"",""https://drive.google.com/file/d/1gNwG02xqRCH-yfPZamQmN3Femumsj1ec/view?usp=drivesdk""}",https://curryqueenos.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Rasham Restaurant,(860) 290-7826,577 John Fitch Blvd,South Windsor,Connecticut,6074,United States,"577 John Fitch Blvd,South Windsor,Capitol Planning Region,Connecticut,6074,United States",41.8177079,-72.6106298,"{""https://drive.google.com/file/d/1aL4CybvEqWtxVXm87e4tZHbEmeZ1XxVX/view?usp=drivesdk"",""https://drive.google.com/file/d/1MSlJMt-sy9O--cuKxW1BrWm8937LPuVJ/view?usp=drivesdk"",""https://drive.google.com/file/d/1ORKTJlH3QgIuwDuKaV8gc60VbJOJl1Ut/view?usp=drivesdk""}",http://www.rashamrestaurant.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Bonani Indian Kitchen,(203) 334-2104,2090 Black Rock Tpke,Fairfield,Connecticut,6825,United States,"2090 Black Rock Tpke,Fairfield,Fairfield County,Connecticut,6825,United States",41.1816094,-73.2510169,"{""https://drive.google.com/file/d/1ogDRodj2DUHPFQNbwT85DdNPc2IxYnVJ/view?usp=drivesdk"",""https://drive.google.com/file/d/1_oKnaRXWjEqu7SYtcGG-kfVXtBjBBiaj/view?usp=drivesdk"",""https://drive.google.com/file/d/1FAOkO1QkdGM8w5egsQmVTdi3XLtUZDW9/view?usp=drivesdk""}",http://www.fairfieldbonani.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Haveli India,(860) 347-7773,1300 S Main St,Middletown,Connecticut,6457,United States,"1300 S Main St,Middletown,Lower Connecticut River Valley Planning Region,Connecticut,6457,United States",41.5236795,-72.6656632,"{""https://drive.google.com/file/d/1ewPsLR2OQWpaTgxtN9u6kTCJGrAQo1lr/view?usp=drivesdk"",""https://drive.google.com/file/d/1uKFLkpLMOj1kHQINioFfAKzVMkbCmeyc/view?usp=drivesdk"",""https://drive.google.com/file/d/1bapyOFNqSKP7_eoatI5R5ns8jDSbTKxK/view?usp=drivesdk""}",http://www.haveliindiamiddletown.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Indian Neck Motors,(203) 208-2957,87 S Montowese St,Branford,Connecticut,6405,United States,"87 S Montowese St,Branford,South Central Connecticut Planning Region,Connecticut,6405,United States",41.2690045,-72.8050105,"{""https://drive.google.com/file/d/1rstePQo279j9_vUCp0TtiOIo-JGGvb4k/view?usp=drivesdk"",""https://drive.google.com/file/d/1rL_ew5_9PwO9l_qookSVyx3OqRt9vvKC/view?usp=drivesdk"",""https://drive.google.com/file/d/1-hxB6pzMQVPOZK9hxLujquWISYYjWmRv/view?usp=drivesdk""}",http://www.lmkfabrication.com/,Auto repair,"{""Auto repair"", "" bike repair"", "" near me bike repair"", "" near me car repair"", "" near me truck repair"", "" repair"", "" Indian repair"", "" Indian mechanic"", "" truck"", "" bike"", "" car"", "" Modification"", "" Garage"", "" repair shop"", "" truck wala""}"
Suzy's West Indian & American,(203) 596-0658,1348 Baldwin St Ste 1,Waterbury,Connecticut,6706,United States,"1348 Baldwin St Ste 1,Waterbury,Naugatuck Valley Planning Region,Connecticut,6706,United States",41.5344912,-73.0345718,"{""https://drive.google.com/file/d/12FYKE8lYvQa5Kvq6sOSYLzy1W81GpMRN/view?usp=drivesdk"",""https://drive.google.com/file/d/1ZyTNBjuQ4dRwERLYwvgbin2e1OpnM4hW/view?usp=drivesdk"",""https://drive.google.com/file/d/1iK_kUTXxC6VVZ-MNOQq3L38mumpm5YSC/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Indian Grocery Store,(860) 343-7799,749 Saybrook Rd,Middletown,Connecticut,6457,United States,"749 Saybrook Rd,Middletown,Lower Connecticut River Valley Planning Region,Connecticut,6457,United States",41.5365151,-72.6169656,"{""https://drive.google.com/file/d/1fR3pqwfudh8FvOsKgobnXaEDtfrLOeWg/view?usp=drivesdk"",""https://drive.google.com/file/d/1tWUvSjSqSXfXffZj6zdA2RhHnZomQ3y8/view?usp=drivesdk"",""https://drive.google.com/file/d/147Fhpm73RIn3r4UjTQkbne0Vv44VkUMa/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Bombay Sweets & Spices,(203) 791-2944,5 Padanaram Rd,Danbury,Connecticut,6811,United States,"5 Padanaram Rd,Danbury,Western Connecticut Planning Region,Connecticut,6811,United States",41.4143984,-73.4588275,"{""https://drive.google.com/file/d/1fxYj_yyl0ixRwxOSSmXvsWq47bq1V3Eb/view?usp=drivesdk"",""https://drive.google.com/file/d/1TAT8NUnh5WK_fZ0fkwW3iBOGfNAiI3f6/view?usp=drivesdk"",""https://drive.google.com/file/d/1qRvbf-F_4rtAL7GVfj6-E5PsPNyrKgHn/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Royal Indian,(860) 904-7989,560 New Park Ave,W Hartford,Connecticut,6110,United States,"560 New Park Ave,W Hartford,Capitol Planning Region,Connecticut,6110,United States",41.7363001,-72.7212833,"{""https://drive.google.com/file/d/1JD8E-Rk17eT0UDihEA-6-khHkHCtnu0c/view?usp=drivesdk"",""https://drive.google.com/file/d/1I1ToMPgRIgPLADcMhI6WqSyYwsuel0ez/view?usp=drivesdk"",""https://drive.google.com/file/d/1pcdWu2mD7y3bTXnDNUDgiWJLByihPbDd/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Om Food,(860) 410-6636,1321 Silas Deane Hwy,Wethersfield,Connecticut,6109,United States,"1321 Silas Deane Hwy,Wethersfield,Capitol Planning Region,Connecticut,6109,United States",41.6845469,-72.6552101,"{""https://drive.google.com/file/d/1E8hLkKWAAAyopU3aJytzJ5GwZhz6znUG/view?usp=drivesdk"",""https://drive.google.com/file/d/1BuNYq1s1IVSjUhq-R3136fGPyZl_Tr5e/view?usp=drivesdk"",""https://drive.google.com/file/d/1TAT8NUnh5WK_fZ0fkwW3iBOGfNAiI3f6/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
India Palace Indian Restaurant,(302) 655-8772,101 N Maryland Ave,Wilmington,Delaware,19804,United States,"101 N Maryland Ave,Wilmington,New Castle County,Delaware,19804,United States",39.7366172,-75.569133,"{""https://drive.google.com/file/d/1KndM1zkLIVcxzfgwQj7hUu38XAWWvQAb/view?usp=drivesdk"",""https://drive.google.com/file/d/134DMa3pQbiZgGtPZk81U_b34mO3mGjuC/view?usp=drivesdk"",""https://drive.google.com/file/d/1gBYis20BYrHRG2aGNpYWQ-ZSCTGSpKnT/view?usp=drivesdk""}",http://www.indiapalacede.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Honest Indian Restaurant,(302) 524-4470,3100 Naamans Rd Ste 1,Wilmington,Delaware,19810,United States,"3100 Naamans Rd Ste 1,Wilmington,New Castle County,Delaware,19810,United States",39.8325793,-75.5361555,"{""https://drive.google.com/file/d/133-FJbZuN6YhMri5ijiQb1nSbnct76hC/view?usp=drivesdk"",""https://drive.google.com/file/d/1udBatUuaVWh5jzcRM9AHjkEr60mLCHOo/view?usp=drivesdk"",""https://drive.google.com/file/d/1wX_7DCmzMzDT8mR7yQDN1mMs79DlV76P/view?usp=drivesdk""}",https://honestdelaware.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Coconuts Caribbean West Indian Restaurant,(302) 660-7137,2304 Kirkwood Hwy,Wilmington,Delaware,19805,United States,"2304 Kirkwood Hwy,Wilmington,New Castle County,Delaware,19805,United States",39.7412248,-75.58274705,"{""https://drive.google.com/file/d/1TJaTsPJXv9ga0hzhTihQp5_DHoz4xD71/view?usp=drivesdk"",""https://drive.google.com/file/d/1et9GyDKNiM4DP3HISv5cfCfnLSgFu2YK/view?usp=drivesdk"",""https://drive.google.com/file/d/10PsEJvY-S77RYugeS24HJCNfPV0PlAM8/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Tajmahal Indian Restaurant,(302) 475-0840,2314 Carpenter Station Rd,Wilmington,Delaware,19810,United States,"2314 Carpenter Station Rd,Wilmington,New Castle County,Delaware,19810,United States",39.8178368,-75.4658326,"{""https://drive.google.com/file/d/1e2FdSXd7vEzDc73hjXUBc-WjWDaP3Dja/view?usp=drivesdk"",""https://drive.google.com/file/d/1Ze5BfuK4-1yiZNuXM9MpL_Lt0qDbMdY-/view?usp=drivesdk"",""https://drive.google.com/file/d/1m0MyuQyYlN1-L0mnjJntAAFmY6TD6c0w/view?usp=drivesdk""}",http://tajmahalde.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Kabab Korner,(302) 883-2301,706 N Dupont Hwy,Dover,Delaware,19901,United States,"706 N Dupont Hwy,Dover,Kent,Delaware,19901,United States",39.19028624,-75.54189628,"{""https://drive.google.com/file/d/1aseZ7VoBX4UbNKzhCRDLFE7Qxz4p-VG1/view?usp=drivesdk"",""https://drive.google.com/file/d/14F5OTsnE9UFBnUz8FcAeEM91tA-xTe_9/view?usp=drivesdk"",""https://drive.google.com/file/d/19qoTt4huiUSK3xRE4XEHmFvyyM3rTrBS/view?usp=drivesdk""}",http://kababkorner.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Indigo,(302) 212-5220,44 Rehoboth Ave,Rehoboth Beach,Delaware,19971,United States,"44 Rehoboth Ave,Rehoboth Beach,Sussex County,Delaware,19971,United States",38.71629112,-75.07760967,"{""https://drive.google.com/file/d/1WA6MaZRDxGfPlHxgA8Zd8aoC4AD3c3Ey/view?usp=drivesdk"",""https://drive.google.com/file/d/1immRfI4LEI9RMTZluS65XBziAgPWEk2z/view?usp=drivesdk"",""https://drive.google.com/file/d/17XGDByS0R3WLQVm7yl0B8zWemg2yRFeY/view?usp=drivesdk""}",http://www.indigorehoboth.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Raas,(302) 644-1747,210 Savannah Rd,Lewes,Delaware,19958,United States,"210 Savannah Rd,Lewes,East Sussex,Delaware,19958,United States",38.77477637,-75.1388218,"{""https://drive.google.com/file/d/1e4zss3zQLooK8BLRdYBsqVkkrpitWfnW/view?usp=drivesdk"",""https://drive.google.com/file/d/1XnxeoDMUZAQHdrtUcMUEmNpTAenAXRA9/view?usp=drivesdk"",""https://drive.google.com/file/d/13bDXzJ411-T8uMyhrEUtXazcOwnpYPuj/view?usp=drivesdk""}",https://www.raaslewes.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
D & H West Indian Take Out,(302) 655-5259,10 E 4th St,Wilmington,Delaware,19801,United States,"10 E 4th St,Wilmington,New Castle County,Delaware,19801,United States",39.7400234,-75.5508171,"{""https://drive.google.com/file/d/1-tOaAmdA4xH6fRp_MAoeoI_lRCoIMWx-/view?usp=drivesdk"",""https://drive.google.com/file/d/1-oRlCqjHhj5TrMrXaqYccpseNiHfGyAh/view?usp=drivesdk"",""https://drive.google.com/file/d/1X6BoWk_NkrPg1_rKGPFN4D8xXyaXr7nE/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Taj Palace Inc,(302) 737-9483,2628 Capitol Trl,Newark,Delaware,19711,United States,"2628 Capitol Trl,Newark,Essex County,Delaware,19711,United States",39.68675005,-75.73588365,"{""https://drive.google.com/file/d/1wueP1BsMYMjiAVQW0mqGZMT5BPzfsom-/view?usp=drivesdk"",""https://drive.google.com/file/d/10wrJXGzxfd3-32ppqKj1RhoUCCSZ8m_C/view?usp=drivesdk"",""https://drive.google.com/file/d/1HQcwLJjWEZ5WYVBtWrF-yK9HPmfSw2e3/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Indian Sizzler,(302) 738-3445,72 E Main St,Newark,Delaware,19711,United States,"72 E Main St,Newark,Essex County,Delaware,19711,United States",39.6833476,-75.7505917,"{""https://drive.google.com/file/d/1eWt5wsZH1N2Ee7T4Fwmnfaz_ikSWP_x7/view?usp=drivesdk"",""https://drive.google.com/file/d/1Px23SU0IiGf2Y55VtzQx-bS9Ba1YkY6t/view?usp=drivesdk"",""https://drive.google.com/file/d/1Re4Xw3WknUyIQEH_CJRn4tPSrl6kz8aE/view?usp=drivesdk""}",http://www.indiansizzlerus.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Zaikka Indian Grill,(302) 543-4958,209 N Market St,Wilmington,Delaware,19801,United States,"209 N Market St,Wilmington,New Castle County,Delaware,19801,United States",39.73899141,-75.55239346,"{""https://drive.google.com/file/d/1hmc4vbF4JdeO_jp-CRcUBrZ5H7Zeemr_/view?usp=drivesdk"",""https://drive.google.com/file/d/1W3yHB_b_n7kzXGg2s717nTH48JV2IhgO/view?usp=drivesdk"",""https://drive.google.com/file/d/1gmLbMMaH96EciqF2lOQ-Dq0l9ei-dgUt/view?usp=drivesdk""}",http://www.zaikka.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
tandoori restaurant,(302) 369-3993,2671 Kirkwood Hwy,Newark,Delaware,19711,United States,"2671 Kirkwood Hwy,Newark,Essex County,Delaware,19711,United States",28.53679171,-81.34966702,"{""https://drive.google.com/file/d/1p-z1_jGkFQensKQ_AFphvwIW9jBh3yVL/view?usp=drivesdk"",""https://drive.google.com/file/d/1UykMtJYi-ECLtjqHz-wyvxLmxWlsmd5k/view?usp=drivesdk"",""https://drive.google.com/file/d/1J8DqhTPqWH34ejn5WHq5ibScG-vL-Of_/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Masala Kitchen,(302) 544-6979,110 N Dupont Hwy,New Castle,Delaware,19720,United States,"110 N Dupont Hwy,New Castle,Lawrence County,Delaware,19720,United States",39.66662737,-75.60349237,"{""https://drive.google.com/file/d/1c7-D5LqgSdIP9RK5govVD4pZBm-QDxME/view?usp=drivesdk"",""https://drive.google.com/file/d/1DlQ85jkn8SId2ZX1Lf9nNHqi9Ylb9T36/view?usp=drivesdk"",""https://drive.google.com/file/d/12luijNJopW2bUYepFgSXy-NtdXBmHjNr/view?usp=drivesdk""}",http://masalakitchen.net/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Tavva,(302) 444-4091,215 E Main St,Newark,Delaware,19711,United States,"215 E Main St,Newark,Essex County,Delaware,19711,United States",39.6836132,-75.7445902,"{""https://drive.google.com/file/d/1E2tBW6Si6lzxHnPgFltDl8urmsRGkDG-/view?usp=drivesdk"",""https://drive.google.com/file/d/1n_I1FfbPrzQTBR3gzLMtOQITH9h_6IA4/view?usp=drivesdk"",""https://drive.google.com/file/d/1JD7MA2jZL1E00-9nKeEpzYvAsOSNNxNO/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Biryani City,(302) 525-6099,270 University Dr,Newark,Delaware,19713,United States,"270 University Dr,Newark,Essex County,Delaware,19713,United States",37.772759,-100.0139328,"{""https://drive.google.com/file/d/1iOv1MGrZ3MSNP6kOMKRpoioiE4pjHXWr/view?usp=drivesdk"",""https://drive.google.com/file/d/1sgP6iw2ci4y8ej5oYZjKnfvP24O4-xWq/view?usp=drivesdk"",""https://drive.google.com/file/d/1hYeiMCstYjUVbf6neYciTr1HzKOj9GkG/view?usp=drivesdk""}",http://www.biryanicityde.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Bavarchi,(302) 478-3765,2909 1/2 Concord Pike,Wilmington,Delaware,19803,United States,"2909 1/2 Concord Pike,Wilmington,New Castle County,Delaware,19803,United States",33.0912359,-84.4374232,"{""https://drive.google.com/file/d/1sPwfW72qzDgUjk74aL1wz4Jz-MhyqRIC/view?usp=drivesdk"",""https://drive.google.com/file/d/1A0w51DMGXrPEe89ag97UzKtLw6-fCNn1/view?usp=drivesdk"",""https://drive.google.com/file/d/1_s73iwquOBg14PKjoWJ8oEGKvQI8c4ov/view?usp=drivesdk""}",https://bawarchiindianrestaurant.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Rajni South Indian Cuisine,(302) 261-6873,1247 Quintilio Dr,Bear,Delaware,19701,United States,"1247 Quintilio Dr,Bear,New Castle County,Delaware,19701,United States",39.63195455,-75.66694324,"{""https://drive.google.com/file/d/17RnxZ-Scy3Pc6D_W0fuXbLttrr2bUn5N/view?usp=drivesdk"",""https://drive.google.com/file/d/1Ro5DaoWRL7rtKaSppUk7Rrwj3worED8-/view?usp=drivesdk"",""https://drive.google.com/file/d/1uGNWJR2gvZBAZdgEqmQB5NhGlVMzz2AY/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Cottoys Roti & Caribbean Restaurant,(302) 324-8074,707 Pulaski Hwy,Bear,Delaware,19701,United States,"707 Pulaski Hwy,Bear,New Castle County,Delaware,19701,United States",39.64600619,-75.63727188,"{""https://drive.google.com/file/d/14kaQX13bX9bKBFlcUQktNOpBmddR_o5D/view?usp=drivesdk"",""https://drive.google.com/file/d/1PoRQPq_aDikmMY5P9g_wMJddtNVDHhaX/view?usp=drivesdk"",""https://drive.google.com/file/d/1S_1REem38gnoyXtbfXoHxTFB4hIQ1Cbg/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Curry & Cocktails,(302) 524-4308,422-424 E Main St,Middletown,Delaware,19709,United States,"422-424 E Main St,Middletown,Lower Connecticut River Valley Planning Region,Delaware,19709,United States",39.9559539,-82.89330017,"{""https://drive.google.com/file/d/1RYruKcd_lmZGJF0doyhGyGgYdGBp3ls2/view?usp=drivesdk"",""https://drive.google.com/file/d/1hY-LgR4cz0njq_tfRoVzWMHphpDdBn34/view?usp=drivesdk"",""https://drive.google.com/file/d/1za-YMegTLxyO77X2FL7f8SI3izBiZlIL/view?usp=drivesdk""}",http://www.curryandcocktails.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
